,Political Affiliation,tweet,Politician,Word Count,created_time,negative,neutral,positive,polarity
952,Republican,Have questions on how much your district will benefit from the #TaxCutsandJobsAct? We’ve got you covered over on → https://t.co/vTnOQfJPhp https://t.co/VZz0iVAHOq,House of Republican,21,Jun 2018,0.0,0.864,0.136,0.4588
953,Republican,".@RepKayGranger: Six months ago, Congress passed the most sweeping, pro-growth tax reform since the 1980s. It’s already producing results... Thanks to the new tax law, the economy is looking brighter.
https://t.co/iQCT4MauLl",House of Republican,31,Jun 2018,0.0,0.841,0.159,0.6705
954,Republican,"#Taxreform continues to deliver more jobs, fairer taxes, and bigger paychecks to everyday Americans. Since the #TaxCutsandJobsAct was signed into law by @POTUS, 1 million jobs have been created. https://t.co/EKi5mBuTlr",House of Republican,30,Jun 2018,0.0,0.933,0.067,0.25
955,Republican,".@RepKevinBrady: Now something big is happening to America’s economy. Since January, more than one million jobs have been created. This has brought claims for unemployment benefits to their lowest level since 1969. #taxreform
https://t.co/z8noYtirx7",House of Republican,34,Jun 2018,0.137,0.748,0.115,-0.2263
956,Republican,#HR6 is the culmination of all of the work we’ve done recently in the People’s House to combat the #opioidcrisis. Americans are counting on us to see this to completion and bring them the opportunity to dream for a brighter future. https://t.co/PLnjTKY09v https://t.co/1NgRrKfqFA,House of Republican,43,Jun 2018,0.05,0.795,0.155,0.6124
957,Republican,"More than 2 million Americans will suffer from addiction to opioids in 2018.
64,070 people died from overdoses in 2016.
115 people in the United States die after overdosing on opioids EVERY DAY 
We’re continuing our mission to combat this horrific crisis. https://t.co/PLnjTKY09v",House of Republican,43,Jun 2018,0.376,0.578,0.046,-0.968
958,Republican,The #2018FarmBill strengthens programs important to farmers and ranchers and helps to pair millions of work-capable Americans on the #SNAP program with a good job or entrance to a workforce training program.,House of Republican,32,Jun 2018,0.0,0.716,0.284,0.8519
959,Republican,"PASSED → the #2018FarmBill. This critical legislation will help millions of Americans off the sidelines and into one of the 6.7 million jobs open thanks, in part, to our pro-growth agenda.",House of Republican,31,Jun 2018,0.066,0.774,0.16,0.5106
960,Republican,"It’s estimated that more than 115 Americans die every day after overdosing on opioids; that’s more than 40,000 people annually. We can and we must press on in our fight against this crisis gripping our nation. #opioidcrisis https://t.co/PLnjTKY09v",House of Republican,38,Jun 2018,0.232,0.768,0.0,-0.891
961,Republican,"Some have lost children, others have confronted the battle of addiction themselves, all have come forward to share the realities and dangers of opioid abuse. These are their stories. https://t.co/fQQbpBSlLy",House of Republican,30,Jun 2018,0.35,0.596,0.055,-0.8979
962,Republican,6 months later and the #TaxCutsandJobsAct continues to deliver for everyday Americans. https://t.co/9jG8O7JLmI,House of Republican,13,Jun 2018,0.0,1.0,0.0,0.0
963,Republican,"The #opioidcrisis has claimed the lives of too many Americans. It’s time to join together to combat this crisis and restore hope to our friends, neighbors, and family members who’ve been suffering. https://t.co/PLnjTKY09v https://t.co/hsokfTgMR7",House of Republican,34,Jun 2018,0.217,0.565,0.218,-0.2441
964,Republican,".@RepGregWalden: The people in these photos that we rallied around bipartisan legislation -- it’s for their families, their friends, and for the future of our country. The ones left behind in their heartbreak -- they expect us to act. And we are. #opioidcrisis https://t.co/phQm7S7O4u",House of Republican,44,Jun 2018,0.076,0.861,0.064,-0.1531
965,Republican,A key component to combating the #opioidcrisis is prevention. Check out how else we’re tackling this problem at https://t.co/PLnjTKY09v https://t.co/V9xF9lEBjI,House of Republican,20,Jun 2018,0.148,0.852,0.0,-0.481
966,Republican,"Combating the #opioidcrisis is not about checking a box on a list of priorities. It’s about saving lives. 
https://t.co/KqZw0bMtOp",House of Republican,19,Jun 2018,0.0,1.0,0.0,0.0
967,Republican,".@RepKevinBrady: Who hasn't been touched by the opioid crisis in America? This swift and devastating epidemic has impacted every community in America and robbed countless people of their hopes and ambitions.
https://t.co/kusj4P3zaX",House of Republican,32,Jun 2018,0.205,0.683,0.112,-0.7003
968,Republican,Join us in celebrating the 6-month anniversary of the #TaxCutsandJobsAct and all that it’s delivered for the Americ… https://t.co/Hbxe9krYsZ,House of Republican,19,Jun 2018,0.0,0.742,0.258,0.7096
969,Republican,The REACH OUT Act of 2018 is a critical bill to educate physicians on proper prescribing behaviors so their patients can be set up for success after their medical procedures. This is just one of the many bills we are passing to combat the #opioidcrisis. https://t.co/PLnjTKGoKV.,House of Republican,46,Jun 2018,0.092,0.8,0.108,0.2103
970,Republican,On the floor → @RepRichHudson’s SOUND Disposal and Packaging Act. This bill will promote improved packaging and disposal methods so everyday Americans can safely dispose of unused drugs. #opioidcrisis https://t.co/PLnjTKY09v,House of Republican,30,Jun 2018,0.0,0.745,0.255,0.836
971,Republican,".@RepTipton: I supported the #TaxCutsandJobsAct because, as a former small-business owner, I know the immense challenges a complex Tax Code can present to business owners, workers, and families alike. https://t.co/TP4E6ZF2vB",House of Republican,30,Jun 2018,0.0,0.87,0.13,0.3818
972,Republican,"When small businesses are successful, America is successful. Thanks to pro-growth policies, #smallbiz optimism rose to its highest level in more than 30 years.
https://t.co/A7hA31wgT3",House of Republican,25,Jun 2018,0.0,0.6,0.4,0.9325
973,Republican,"#TaxReform means more jobs, fairer taxes, and bigger paychecks for everyday Americans all across the country. 
https://t.co/qTJCtkxxwI",House of Republican,17,Jun 2018,0.0,1.0,0.0,0.0
974,Republican,"The bills to address the #opioidcrisis are neither our first step, nor are they our last. These are simply the next step to combat the crisis that has been plaguing communities all over America. We owe it to the victims &amp; survivors to push on in the fight.
https://t.co/PLnjTKGoKV",House of Republican,49,Jun 2018,0.202,0.798,0.0,-0.886
975,Republican,"“The benefits of the #taxcuts are not a theory. I see it when I meet with Montanans throughout the state,” Congressman @Gianforte. https://t.co/Gk4MHOlUNU",House of Republican,23,Jun 2018,0.0,0.88,0.12,0.3818
976,Republican,"It’s stories likes Jessie’s that keep us moving forward in the fight to combat the horrific #opioidcrisis. 
https://t.co/snE67QKirg",House of Republican,18,Jun 2018,0.359,0.534,0.107,-0.765
977,Republican,.@RepDLesko: The #TaxCutsandJobsAct has ignited a fire that the American economy hasn’t seen in decades. https://t.co/wfkrPbWV9Q,House of Republican,16,Jun 2018,0.146,0.854,0.0,-0.34
978,Republican,".@RepErikPaulsen: I’m carrying a photo of Keegan Duffy, a Minnesotan who unfortunately was addicted &amp; died of an overdose...I’m thankful that through our actions &amp; bipartisan work, we will pass solutions that will help many families like Keegan’s avoid this tragedy in the future. https://t.co/hUi7xMaFbY",House of Republican,45,Jun 2018,0.228,0.593,0.18,-0.5927
979,Republican,".@RepErikPaulsen: I’m carrying a photo of Keegan Duffy, a Minnesotan who unfortunately was addicted &amp; died of an overdose...I’m thankful that through our actions &amp; bipartisan work, we will pass solutions that will help many families like Keegan’s avoid this tragedy in the future. https://t.co/hUi7xMaFbY",House of Republican,45,Jun 2018,0.228,0.593,0.18,-0.5927
980,Republican,"The #opioidcrisis doesn’t know race, gender, or economic status. It’s a crisis that has taken too many of our loved ones. This is why we’ve been taking action:
https://t.co/KwKheenDEr",House of Republican,29,Jun 2018,0.121,0.765,0.115,-0.0516
981,Republican,The #opioidcrisis is wreaking havoc on lives in communities nationwide. Do you want to know how your state’s been affected? Visit https://t.co/PLnjTKY09v now →,House of Republican,24,Jun 2018,0.205,0.746,0.049,-0.6369
982,Republican,".@RepBuddyCarter: I’m here to tell you today, if you’re within the sound of my voice, &amp; you have an addiction problem, reach out to your physician. Reach out to your pharmacist, to your friend, to your family member and tell them ‘I want to get better. I need help’. #opioidcrisis https://t.co/cObvdtZcm1",House of Republican,51,Jun 2018,0.048,0.782,0.171,0.5994
983,Republican,"Forget the tie and the grill set → this year’s presents are:
✓ Doubled child tax credit
✓ Preserved adoption tax credit
✓ Expanded 529 accounts https://t.co/Bwp6Qi3xw4",House of Republican,27,Jun 2018,0.07,0.738,0.192,0.5106
984,Republican,"In our fight to end the #opioidcrisis, we’re taking real steps to crackdown on illicit and synthetic drugs that are ravaging this nation. https://t.co/PLnjTKGoKV https://t.co/s8WqJp8HP4",House of Republican,25,Jun 2018,0.098,0.902,0.0,-0.3818
985,Republican,.@RepAndyBarr: My home state of Kentucky suffers from the third-highest opioid mortality rate in the country. So many of these stories are stories of tragedy -- this is a story of hope. #opioidcrisis https://t.co/emCMNVozBQ,House of Republican,34,Jun 2018,0.186,0.743,0.072,-0.6808
986,Republican,".@RepJohnCurtis: I believe that small businesses are the lifeblood of the U.S. economy, and, certainly, they are in my district. That is why I have been pleased to see that the small business optimism index has reached its second highest level in the survey’s 45-year history. https://t.co/TjVj84akwZ",House of Republican,47,Jun 2018,0.0,0.801,0.199,0.8481
987,Republican,".@CathyMcMorris: These are stories from different people, different hometowns, different walks of life, but they all have in common the tragedy that many families are enduring across the country. #OpioidCrisis https://t.co/TheRrpgbfz",House of Republican,31,Jun 2018,0.169,0.831,0.0,-0.7964
988,Republican,"Many committees are banding together in the work to combat the #opioidcrisis. Check out how @HouseJudiciary is tackling this life-threatening issue ↴
https://t.co/ZoULIiyqKS",House of Republican,23,Jun 2018,0.103,0.897,0.0,-0.34
989,Republican,"This week, we continued our work to  deliver on the American people’s priorities, tackling the #opioidcrisis and bringing relief to millions of Americans. Check out what else we’ve done for you → https://t.co/L04zCgUHd8",House of Republican,33,Jun 2018,0.0,0.909,0.091,0.4767
990,Republican,"This economy is UNSTOPPABLE → 
https://t.co/hss6Tjcawk",House of Republican,6,Jun 2018,0.388,0.612,0.0,-0.368
991,Republican,"Our pro-growth agenda has already helped...
✓ Deliver bigger paychecks
✓ Increase optimism
✓ Lower unemployment rates

And we’re just getting started...
https://t.co/vTnOQfJPhp",House of Republican,23,Jun 2018,0.19,0.595,0.216,0.1779
992,Republican,Let’s play ball! ⚾️ #CBG18 https://t.co/6EkvOGaRoG,House of Republican,6,Jun 2018,0.0,0.65,0.35,0.4003
993,Republican,"“We owe it to those who have fallen victim to this faceless monster – those who have lost their battle with addiction, those currently battling addiction, and all the families that have suffered alongside their loved ones,” @repgregwalden &amp; @michaelcburgess. #opioidcrisis",House of Republican,41,Jun 2018,0.286,0.638,0.075,-0.836
994,Republican,"The #opioidcrisis is very real and it’s dismantling the lives of everyday Americans and communities all across the country. The bills we’re passing this week and next are critical next steps on our journey to end this epidemic. 
https://t.co/in1W5CZbFO",House of Republican,39,Jun 2018,0.057,0.943,0.0,-0.3182
995,Republican,"They are our neighbors, our brothers and sisters, and our mothers and fathers. These are the ones hurting from the #OpioidCrisis. It is our duty to come alongside these individuals and see them through to recovery so they too can experience the American Dream.",House of Republican,44,Jun 2018,0.058,0.899,0.043,-0.1779
996,Republican,Happy 243rd Birthday to the @USArmy. Thank you for how you protect and preserve the freedoms of this great nation. https://t.co/vtmcVcqmuv,House of Republican,21,Jun 2018,0.0,0.514,0.486,0.9337
997,Republican,"Happy Birthday, @POTUS! https://t.co/dG84xzHq3T",House of Republican,4,Jun 2018,0.0,0.429,0.571,0.6114
998,Republican,"We’re committed to combating the #opioidcrisis and that can only be done through…
✓ Treatment and recovery
✓ Prevention
✓ Protecting communities
✓ Fighting fentanyl
https://t.co/PLnjTKGoKV https://t.co/NmWG9bVyfa",House of Republican,27,Jun 2018,0.098,0.82,0.082,-0.1027
999,Republican,".@RepWalberg: No community can fight this battle alone. It is a fight we must wage—and win—together. #opioidcrisis
https://t.co/3lzQLrCele",House of Republican,18,Jun 2018,0.508,0.492,0.0,-0.886
1000,Republican,Share this tweet to agree → It is our duty to come alongside these individuals and see them through to recovery so they too can experience the American Dream. #opioidcrisis https://t.co/PLnjTKY09v https://t.co/233cdhVuy8,House of Republican,32,Jun 2018,0.0,0.807,0.193,0.6908
1001,Republican,".@RepTedBudd: The THRIVE Act, by helping people transition from recovery to a home, will do just that. And when they have a home, they’ll be more likely to get a job and get back to being a contributing member of society. #opioidcrisis
https://t.co/E3dKNCoN3I",House of Republican,43,Jun 2018,0.0,0.945,0.055,0.296
1002,Republican,".@RepDrewFerguson: No family should have to suffer through addiction alone… There is no congressional district that has not been touched by opioid addiction. We cannot ignore the growing epidemic of opioid abuse. We must face it head on.
https://t.co/t5akYoWjJi",House of Republican,39,Jun 2018,0.279,0.677,0.043,-0.8887
1003,Republican,"Almost every person knows someone who has been affected by the #opioidcrisis. Whether it’s prescription pain relievers, heroin, or synthetic opioids such as fentanyl, this crisis continues to worsen. The bills we’re voting on this week brings the victims &amp; their families relief.",House of Republican,43,Jun 2018,0.317,0.597,0.087,-0.9257
1004,Republican,Don’t miss this → American job openings now outnumber the jobless. 6.7 million job openings is proof that our pro-growth agenda is delivering for this country. https://t.co/nq27EhlCS3,House of Republican,27,Jun 2018,0.06,0.94,0.0,-0.1531
1005,Republican,We’re LIVE to give you the latest on how we’re continuing to deliver on our promise to combat the #opioidcrisis → https://t.co/nIF97GhN42,House of Republican,22,Jun 2018,0.101,0.802,0.097,-0.0258
1006,Republican,"“The opioids crisis devastated our family.” 

“It was a very vicious cycle every day...” 

“Drug addicts don’t want to be drug addicts.”

Hear more from everyday Americans who have come face to face with the #OpioidCrisis. https://t.co/eEJBvMF2nK",House of Republican,37,Jun 2018,0.246,0.724,0.029,-0.8908
1007,Republican,".@RepRonEstes: Republicans are delivering on our promise to cut taxes and cut regulations, and I look forward to continuing our pro-growth agenda to help American workers and their families. https://t.co/SOgsdZ79Dc",House of Republican,30,Jun 2018,0.123,0.731,0.146,0.2023
1008,Republican,"A booming economy doesn’t just happen. It develops when sound, pro-growth policies are written and passed, policies that are focused on the priorities of everyday Americans across the country. That is what we have done and that is what we will continue to do. https://t.co/kQCkx4XdWa",House of Republican,45,Jun 2018,0.0,0.943,0.057,0.3818
1009,Republican,"“All across America, communities are grappling with an opioid crisis that has wreaked unprecedented havoc. Chances are high that most of us know someone who has struggled with addiction,” @repgregwalden &amp; @michaelcburgess.
https://t.co/AqzpD73amm",House of Republican,33,Jun 2018,0.252,0.704,0.044,-0.8625
1010,Republican,"The high number of available jobs and rising wages makes for an economy that is growing stronger by the day. Our pro-growth agenda is clearly working.
https://t.co/ZS9Ke1Q1Qi",House of Republican,27,Jun 2018,0.0,0.735,0.265,0.743
1011,Republican,"These are our mothers, sisters, brothers, neighbors and friends. They’re suffering, and they need our help. #opioidcrisis
https://t.co/GTHmDNY0rq",House of Republican,18,Jun 2018,0.13,0.628,0.243,0.4019
1012,Republican,"In this #OpioidCrisis, some have lost children, others have confronted the battle of addiction, but these Americans have come forward to share their stories of facing this deadly crisis. Hear what they had to say: https://t.co/eEJBvMF2nK",House of Republican,36,Jun 2018,0.237,0.7,0.063,-0.7717
1013,Republican,"Don’t miss this (especially you, @NancyPelosi) → #SmallBiz optimism jumps to its highest in more than 30 years. #Taxcuts and a pro-growth agenda are delivering big for America. 
https://t.co/A7hA31wgT3",House of Republican,29,Jun 2018,0.053,0.831,0.116,0.4404
1014,Republican,".@RepDavidYoung:  Iowa’s economy is humming, paychecks are growing, employers are hiring and investing, unemployment is low. https://t.co/Qrkn1FgZXZ",House of Republican,17,Jun 2018,0.242,0.676,0.082,-0.5106
1015,Republican,".@Rep_steveWomack: Because of the #TaxCutsandJobsAct, the economy is taking a turn for a brighter and much more prosperous future. Americans are getting to keep more of their hard-earned paychecks. More jobs are being created, and wages are on the rise. https://t.co/73BIyDtEAn",House of Republican,41,Jun 2018,0.0,0.818,0.182,0.7902
1016,Republican,".@RepWesterman: Businesses in Arkansas are thriving, and the biggest concern that I hear right now are where do they find labor. We have got a low unemployment rate and there is a huge competition for labor in my district. https://t.co/hDw3soHgWd",House of Republican,40,Jun 2018,0.121,0.823,0.056,-0.4019
1017,Republican,"We are redoubling our efforts and moving forward to expand education, prevention, and treatment for Americans suffering from opioid addiction. We owe it to the more than 40,000 Americans who die every year to press on in our fight. #opioidcrisis #CrisisNextDoor",House of Republican,41,Jun 2018,0.196,0.757,0.047,-0.8074
1018,Republican,".@NancyPelosi,
1. Unemployment does matter to everyday Americans. Saying otherwise shows just how out of touch you are.
2. We agree, consumer confidence is a great indicator of a booming economy. Good thing it’s at a 17-year high, thanks to our pro-growth agenda. https://t.co/NuVZYUUXvl",House of Republican,44,Jun 2018,0.054,0.633,0.313,0.9169
1019,Republican,"Unemployment ↓
Wages ↑
Consumer confidence ↑
The economy is booming.
https://t.co/vTnOQg1q8X",House of Republican,12,Jun 2018,0.22,0.53,0.25,0.1027
1020,Republican,".@RepLynnJenkins: As a CPA, I knew that reforming our broken tax code would make us competitive in a global economy and would lead us to jobs and prosperity for the American people. https://t.co/kekRckdyYB",House of Republican,33,Jun 2018,0.095,0.854,0.052,-0.34
1021,Republican,".@RepFrenchHill: These reforms are not only good for our families, they are necessary for faster economic growth. #taxreform https://t.co/aVkiN8ctcG",House of Republican,19,Jun 2018,0.109,0.773,0.118,0.05
1022,Republican,".@RepRickCrawford: I am proud to go home to my district and tell my constituents that I voted ‘‘yes’’ on the #TaxCutsandJobsAct because Arkansas farmers, businesses, and families are already benefiting from this legislation. https://t.co/3ZDKemO7vu",House of Republican,34,Jun 2018,0.0,0.909,0.091,0.4767
1023,Republican,"This is the opposite of Armageddon…
https://t.co/zPplJE9MRp",House of Republican,7,Jun 2018,0.0,1.0,0.0,0.0
1024,Republican,".@RepGarretGraves:  We are seeing the lowest unemployment rate in years for women, for African Americans, for Hispanics—6.7 million jobs available today, one of the highest numbers we have seen in history in available jobs today. This is working. https://t.co/eucbMSV4ab",House of Republican,39,Jun 2018,0.129,0.871,0.0,-0.6705
1025,Republican,"Don’t miss this → thanks to our pro-growth agenda, 1 million jobs have been created since we passed the #TaxCutsandJobsAct. 
https://t.co/GTUdNv6EMi",House of Republican,21,Jun 2018,0.07,0.696,0.234,0.5824
1026,Republican,".@RepClayHiggins: America is back. We are open for business, and Americans will continue to benefit from the pro-growth conservative policies of @POTUS and this Republican Congress. https://t.co/JPGmsLUQBu",House of Republican,27,Jun 2018,0.0,0.897,0.103,0.4588
1027,Republican,".@RepMikeJohnson: Six months after @POTUS signed the #TaxCutsandJobsAct into law, the results are in, and we can now confidently say that the days of a weak and sluggish economy are behind us. https://t.co/FWofR85iz9",House of Republican,33,Jun 2018,0.149,0.769,0.082,-0.3612
1028,Republican,"This is what #taxreform means for you &amp; your family:
✔A nearly doubled standard deduction
✔A doubled Child Tax Credit
✔Expanded 529 accounts

Check out even more on https://t.co/vTnOQg1q8X",House of Republican,29,Jun 2018,0.0,0.915,0.085,0.3818
1029,Republican,"#Smallbiz are the job creators and innovators in this country. When small businesses are strong, America is strong. And they are feeling empowered thanks to our pro-growth policies.
https://t.co/SG9lqKhMWQ",House of Republican,29,Jun 2018,0.0,0.694,0.306,0.875
1030,Republican,"✓ Revitalize cities
✓ Spur economic growth
✓ Combat poverty

This is how our #taxreform plan will empower everyday Americans.
https://t.co/rodbFzMeya",House of Republican,21,Jun 2018,0.245,0.644,0.112,-0.4767
1031,Republican,PASSED → three critical funding bills for 2019 that prioritize the safety and security of everyday Americans. https://t.co/mHwEqlR5qG,House of Republican,18,Jun 2018,0.107,0.651,0.242,0.4404
1032,Republican,"Real communities are the ones that will benefit from the #OpportunityZones that were part of the  #TaxCutsandJobsAct. 
https://t.co/hOSG3B36RK",House of Republican,18,Jun 2018,0.0,0.85,0.15,0.4588
1033,Republican,"Today in the People’s House, we’re moving forward on critical funding bills that:
✓ Cares for our veterans
✓ Prioritizes national security
✓ Invests in America’s infrastructure",House of Republican,27,Jun 2018,0.08,0.732,0.188,0.4767
1034,Republican,"Just look at what a pro-growth agenda can do for this country ↴
✓ U.S. unemployment rate is at its lowest levels in 18 years
✓ Wages for small business workers are at the highest level in nearly 20 years.
✓ Consumer confidence is the highest levels we’ve seen in 17 years.",House of Republican,52,Jun 2018,0.104,0.833,0.062,-0.296
1035,Republican,"You know those #taxcuts that are helping you save for your child’s college tuition, a family vacation, or a down payment on a car? Well @NancyPelosi and @HouseDemocrats are committed to taking all of those away. https://t.co/agKzz8tNeg",House of Republican,37,Jun 2018,0.0,0.758,0.242,0.8225
1036,Republican,"#Taxreform is already helping millions of everyday Americans across the country and we have the list to prove it →
https://t.co/m5CmZ2f7aO",House of Republican,21,Jun 2018,0.0,0.896,0.104,0.296
1037,Republican,"Happy Birthday to our @VP, Mike Pence! https://t.co/sW5QcDPqAt",House of Republican,8,Jun 2018,0.0,0.637,0.363,0.6114
1038,Republican,We’re taking crucial steps toward fulfilling @realDonaldTrump’s infrastructure package. See what we did last night: https://t.co/At3J1TaMPr,House of Republican,16,Jun 2018,0.0,1.0,0.0,0.0
1039,Republican,.@RepBillShuster “The Water Resources Development Act (#WRDA) positively impacts every single state and district in the country.” See how here: https://t.co/At3J1STbXT,House of Republican,21,Jun 2018,0.0,0.855,0.145,0.5267
1040,Republican,PASSED → @RepComstock’s bill to help local and state law enforcement agencies to combat gang activities in communities across America.,House of Republican,20,Jun 2018,0.109,0.769,0.122,0.0772
1041,Republican,PASSED → a critical bill to ensure the safety of communities around America and strengthen this country’s water infrastructure. https://t.co/CeBOkreDtL,House of Republican,20,Jun 2018,0.096,0.583,0.321,0.6597
1042,Republican,"#WRDA not only works, but it is critical for the protection of communities all over this country from the risk of floods.
https://t.co/xnye8gwRWw",House of Republican,23,Jun 2018,0.211,0.789,0.0,-0.6808
1043,Republican,"The American economy is on a roll. Thanks to our pro-growth policies, Americans are optimistic and #smallbiz are hopeful about their future.
https://t.co/SZNuSug5Sb",House of Republican,23,Jun 2018,0.0,0.691,0.309,0.8176
1044,Republican,".@RepBillShuster: Moving the many products we buy on a daily basis, getting goods we farm and manufacture to markets across the country and around the world, and protecting our communities from flooding all depend on effective water resources infrastructure #WRDAworks",House of Republican,40,Jun 2018,0.0,0.925,0.075,0.4767
1045,Republican,"When America’s water-related infrastructure is sound, the economy grows, jobs are created, and communities remain safe. #WRDAworks
https://t.co/hyH2rmvtXh",House of Republican,18,Jun 2018,0.0,0.766,0.234,0.5994
1046,Republican,"#WRDAworks and here’s why ↴
https://t.co/fa7AG9jV6z",House of Republican,6,Jun 2018,0.0,1.0,0.0,0.0
1047,Republican,The #VAMISSIONAct is now the law of the land because our veterans deserve the best care. https://t.co/is4Q9XgZIl,House of Republican,17,Jun 2018,0.0,0.67,0.33,0.8126
1048,Republican,"What’s #WRDA? It’s our continued commitment to improving this country's infrastructure. Each day, we rely on the success of locks, dams, and other means of flood protection. With this bill, we can generate economic growth and keep communities safe.",House of Republican,39,Jun 2018,0.0,0.7,0.3,0.9274
1049,Republican,"""The eyes of the world are upon you. The hopes and prayers of liberty-loving people everywhere march with you."" — Gen. Dwight D. Eisenhower. #DDay https://t.co/T9l6ghAgIM",House of Republican,26,Jun 2018,0.0,0.896,0.104,0.4215
1050,Republican,We are LIVE with the latest on our booming economy &amp; the work this week in the People’s House → https://t.co/jP7m1E8HSV,House of Republican,21,Jun 2018,0.0,1.0,0.0,0.0
1051,Republican,"Last year, Asian American #smallbiz owners said that their biggest challenges were the economy and taxes. Well, thanks to #taxreform, they’re feeling optimistic in ways they could have only hoped for. 
https://t.co/xmtdflU6zm",House of Republican,32,Jun 2018,0.0,0.672,0.328,0.8658
1052,Republican,"Our economy is booming in ways we haven't seen in years. Thanks to our pro-growth policies, everyday Americans are able to hope and dream for a brighter future. https://t.co/Gf718vQIvU",House of Republican,29,Jun 2018,0.0,0.698,0.302,0.8555
1053,Republican,"500+ companies have announced new employee benefits.
Unemployment is down from 9.9% in 2010 to 3.8% today.

Our agenda, rooted in pro-growth policies, works for everyday Americans in every corner of this country.
https://t.co/vTnOQfJPhp",House of Republican,34,Jun 2018,0.077,0.853,0.069,-0.0772
1054,Republican,"“Americans are beginning to enjoy the benefits from the first federal tax reform since Ronald Reagan, more than 31 long years ago. The American economy is responding in an overwhelmingly positive way,” @TaxEconomist. 
https://t.co/oTNeZLcASV",House of Republican,34,Jun 2018,0.037,0.733,0.23,0.836
1055,Republican,"We’re working hard on the issues that matter to you and your family, like funding the military and combating the opioid crisis. As of May 25:
803 bills have passed out of committee
695 bills have passed the People’s House https://t.co/sqwx7I2PG3",House of Republican,41,Jun 2018,0.119,0.803,0.078,-0.4404
1056,Republican,"Our pro-growth agenda has already helped:
✓ Deliver bigger paychecks
✓ Increase optimism
✓ Lower unemployment rates

And we know this is only the beginning for how these policies will continue to improve the lives of everyday Americans. https://t.co/P5fDaTVsqx",House of Republican,39,Jun 2018,0.114,0.692,0.194,0.5574
1057,Republican,"The #TaxCutsandJobsAct has not sparked Armageddon. It has not hurt the middle class. It has not waged a war on minorities. In fact, people across the nation are feeling the real, positive effects of this important law.
https://t.co/xMDvWGRWb7",House of Republican,38,Jun 2018,0.0,0.711,0.289,0.9005
1058,Republican,"Our agenda is focused on you, your family, and your priorities. And guess what? It’s working for our country. 
https://t.co/ZrWDDH3rqP",House of Republican,20,Jun 2018,0.0,0.88,0.12,0.3818
1059,Republican,"This is big news → 76% of #smallbiz owners believe that the current business climate is going in a positive direction. Pro-growth policies are making a real difference in America.
https://t.co/QT1ikHTgAR",House of Republican,31,Jun 2018,0.0,0.882,0.118,0.5574
1060,Republican,"✓ Hiring more workers
✓ Increasing wages
✓ Delivering new or expanded benefits

This is how #taxreform is changing the game in America. 
https://t.co/kWknL6XYvH",House of Republican,24,Jun 2018,0.0,0.885,0.115,0.3818
1061,Republican,.@RepMGriffith: #OpportunityZones are an important example of how #taxreform benefits people who have been left behind. This designation encourages money for economic development to flow into the communities that need it most.https://t.co/cwA6p86xkA,House of Republican,32,Jun 2018,0.0,0.799,0.201,0.743
1062,Republican,".@RepBuddyCarter: The #TaxCutsandJobsAct presents a ripe opportunity for the American worker. An opportunity that the Obama administration could never quite attain.
https://t.co/k3nApnnJtr",House of Republican,22,Jun 2018,0.0,0.772,0.228,0.6808
1063,Republican,"The #TaxCutsandJobsAct:
✔ Simplifies the tax code
✔ Grows jobs and the economy
✔ Puts more money back in your pocket

This is #taxreform that works for you and your family. https://t.co/L04zCgD5Oy https://t.co/XBUe7XnlPp",House of Republican,33,Jun 2018,0.0,1.0,0.0,0.0
1064,Republican,"We’re taking real action on your priorities. Whether it’s cutting red tape, boosting our economy, or supporting our men and women in uniform, we’re committed to making this country a better place for future generations. https://t.co/L04zCgUHd8 https://t.co/6FHOvHCAD7",House of Republican,37,Jun 2018,0.035,0.724,0.241,0.8316
1065,Republican,Did you know that we're rebuilding our military? Just last week we passed the #NDAA which gives our troops a pay raise and supports readiness recovery. This is the least we can do for those who put themselves in harm’s way daily to protect our freedom. https://t.co/bTpqckKLJl,House of Republican,47,Jun 2018,0.026,0.764,0.21,0.872
1066,Republican,".@RepGallagher: In the 21st Century, in order to protect America, we cannot separate our military power from our economic power. They are inextricably linked, and that’s why I’m so proud of this product. #NDAA https://t.co/N8p97ghqgd",House of Republican,35,Jun 2018,0.0,0.834,0.166,0.7644
1067,Republican,"“Our military for too long has been asked to do more without the resources to do it. It’s impacted our readiness. It’s impacted our equipment. And we’re continuing to rebuild our military with the resources that they need,” @CathyMcMorris. This is why we passed the #NDAA.",House of Republican,46,Jun 2018,0.0,0.957,0.043,0.25
1068,Republican,"Our military has been asked to do too much with too little for too long. Last week, we got our troops the pay raise they deserve and the funding for equipment they need to be successful in their mission. #FY19NDAA https://t.co/L04zCgD5Oy",House of Republican,41,Jun 2018,0.032,0.882,0.086,0.5267
1069,Republican,"Don’t miss this ➡️ our booming economy added 223,000 jobs in May and unemployment has dropped to 3.8%. Our pro-growth agenda is delivering big for this country. https://t.co/EojLYHJ7Ee",House of Republican,28,Jun 2018,0.148,0.852,0.0,-0.5423
1070,Republican,More jobs. Fairer taxes. Bigger paychecks. We’re delivering on this promise. Here’s the proof: https://t.co/7G2j4iRjs0,House of Republican,15,Jun 2018,0.0,0.842,0.158,0.3869
